,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
2121,2,3,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0
2122,2,0,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,4,0
2123,5,0,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,4,0
2124,2,3,3,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0
2125,5,3,2,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0
2126,5,0,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,5,0
2127,5,3,3,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,4,0
2128,5,0,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,1
2129,2,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1
2130,5,0,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,4,0
2131,5,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1
2132,5,3,4,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,4,0
2133,2,0,4,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,5,0
2134,5,0,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,4,0
2135,5,3,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,5,0
2136,5,3,3,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0
2137,5,0,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,4,0
2138,5,3,4,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,5,0
2139,5,0,3,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,5,0
2140,5,0,2,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,4,0
2141,5,3,2,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,4,0
2142,5,3,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,5,0
2143,5,3,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2144,2,3,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,4,0
2145,2,3,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,4,0
2146,5,3,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0
2147,2,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5
2148,2,0,2,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0
2149,5,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,1
2150,5,0,2,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,5,0
2151,2,0,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0
2152,5,3,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0
2153,2,0,2,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,4,0
2154,5,0,2,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,5,0
2155,5,0,3,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,4,0
2156,5,3,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,5,0
2157,2,0,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,4,0
2158,2,0,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,5,0
2159,5,0,2,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,4,0
2160,5,0,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,5,0
2161,5,0,2,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,5,0
2162,2,0,3,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,4,0
2163,5,3,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,5,0
2164,2,0,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0
2165,5,0,2,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,5,0
2166,5,3,2,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0
2167,5,0,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,5,0
2168,5,3,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,5,0
2169,5,3,2,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,4,0
2170,5,3,3,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,4,0
2171,5,0,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0
2172,2,0,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0
2173,5,3,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,4,0
2174,5,3,2,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,5,0
2175,2,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,4,0
2176,2,0,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,5,0
2177,5,3,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,4,0
2178,5,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0
2179,5,3,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,5,0
2180,5,0,2,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0
2181,5,3,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0
2182,2,0,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,5,0
2183,5,3,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,4,0
2184,2,0,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,4,0
2185,2,3,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0
2186,2,0,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,5,0
2187,5,0,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,5,0
2188,5,0,3,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,4,0
2189,5,0,3,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,4,0
2190,5,0,4,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,4,0
2191,5,0,3,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0
2192,5,2,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1
2193,5,3,2,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,5,0
2194,2,0,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,5,0
2195,5,3,2,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,4,0
2196,2,0,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0
2197,5,0,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,5,0
2198,5,0,3,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2199,2,0,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,5,0
2200,5,2,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1
2201,5,0,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,5,0
2202,2,0,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0
2203,2,0,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0
2204,5,3,3,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0
2205,5,0,2,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,4,0
2206,5,3,2,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,4,0
2207,5,0,4,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,5,0
2208,2,3,3,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0
2209,5,3,3,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,4,0
2210,5,2,5,0,1,1,1,1,2,0,1,2,2,7,7,0,2,1,4,3,3,0
2211,5,3,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,5,0
2212,2,0,3,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,4,0
2213,5,3,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,5,0
2214,2,0,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0
2215,5,3,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0
2216,5,0,3,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,5,0
2217,2,0,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,4,0
2218,5,3,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,4,0
2219,5,3,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,4,0
2220,5,0,2,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,4,0
2221,2,0,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,4,0
2222,5,3,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2223,5,3,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,4,0
2224,2,0,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0
2225,5,0,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,4,0
2226,5,0,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0
2227,5,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1
2228,5,3,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0
2229,5,0,2,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,4,0
2230,5,3,3,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0
2231,5,0,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,4,0
2232,5,0,3,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,5,0
2233,2,3,2,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,4,0
2234,2,3,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0
2235,5,3,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,5,0
2236,5,3,3,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,5,0
2237,2,0,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1
2238,5,0,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4
2239,5,0,2,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,5,0
2240,5,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,5,0
2241,2,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,1
2242,2,3,4,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,2,5,0
2243,5,0,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,5,0
2244,5,3,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2245,5,0,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,4,0
2246,5,3,3,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,4,0
2247,5,0,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1
2248,5,0,4,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,5,0
2249,2,0,2,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,5,0
2250,5,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0
2251,2,0,4,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,5,0
2252,2,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1
2253,2,0,3,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0
2254,5,3,4,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,4,0
2255,2,0,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,5,0
2256,2,3,4,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0
2257,5,0,3,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,4,0
2258,5,3,2,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0
2259,5,3,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2260,2,2,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1
2261,5,0,4,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0
2262,2,0,4,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,5,0
2263,5,3,2,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,5,0
2264,5,3,2,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,5,0
2265,5,3,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,5,0
2266,2,2,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
2267,5,3,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,4,0
2268,5,3,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,5,0
2269,5,0,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,4,0
2270,2,0,3,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,4,0
2271,2,0,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1
2272,2,0,3,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,4,0
2273,5,3,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,5,0
2274,2,0,3,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,4,0
2275,5,3,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0
2276,5,0,2,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,5,0
2277,5,0,4,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,5,0
2278,5,0,3,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2279,2,0,3,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0
2280,5,0,4,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,5,0
2281,5,3,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,5,0
2282,5,0,2,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,4,0
2283,2,0,3,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,5,0
2284,5,3,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,5,0
2285,5,2,5,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,2,4,0
2286,2,3,3,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,5,0
2287,2,0,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,5,0
2288,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,5
2289,5,3,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,5,0
2290,5,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,5,0
2291,5,3,2,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0
2292,5,3,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,4,0
2293,5,3,2,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,4,0
2294,5,0,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,5,0
2295,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
2296,5,3,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0
2297,5,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1
2298,5,0,4,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,5,0
2299,5,3,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,4,0
2300,5,3,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0
2301,5,3,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,4,0
2302,5,0,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,4,0
2303,5,0,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,5,0
2304,5,3,3,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,4,0
2305,5,3,3,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0
2306,2,3,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,4,0
2307,5,0,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,4,0
2308,5,3,2,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,5,0
2309,5,0,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,4,0
2310,5,0,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,5,0
2311,2,0,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0
2312,2,0,4,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,5,0
2313,5,3,3,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,4,0
2314,5,0,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0
2315,2,3,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,4,0
2316,5,3,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,4,0
2317,2,3,4,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0
2318,5,3,3,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,5,0
2319,2,0,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,4,0
2320,5,3,3,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,5,0
2321,5,3,2,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0
2322,5,3,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0
2323,5,0,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0
2324,5,0,2,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,5,0
2325,5,0,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,4,0
2326,2,0,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,5,0
2327,2,3,3,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,4,0
2328,5,0,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,4,0
2329,5,3,2,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,5,0
2330,2,0,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,4,0
2331,5,3,4,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,4,0
2332,2,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,5,0
2333,5,3,2,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,5,0
2334,5,3,2,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,5,0
2335,5,0,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,4,0
2336,5,0,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0
2337,2,0,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,4,0
2338,5,0,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,5,0
2339,5,3,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0
2340,5,3,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0
2341,5,3,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,5,0
2342,5,0,2,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0
2343,2,0,4,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,4,0
2344,5,3,4,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,5,0
2345,5,3,3,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,4,0
2346,5,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1
2347,2,3,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,5,0
2348,2,2,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1
2349,2,0,4,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,5,0
2350,5,3,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0
2351,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,5
2352,5,3,3,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,4,0
2353,2,0,4,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0
2354,5,0,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,5,0
2355,5,0,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2356,2,0,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,4,0
2357,5,3,4,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,5,0
2358,5,3,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,5,0
2359,5,3,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,4,0
2360,5,3,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0
2361,2,0,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,5,0
2362,5,3,3,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,5,0
2363,5,3,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,5,0
2364,5,0,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,4,0
2365,2,0,4,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,5,0
2366,5,0,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,4,0
2367,2,2,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1
2368,5,3,4,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,4,0
2369,5,0,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,5,0
2370,5,0,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,5,0
2371,5,0,2,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,5,0
2372,2,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0
2373,5,0,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,4,0
2374,5,3,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,5,0
2375,2,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,5
2376,5,0,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,4,0
2377,2,2,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1
2378,5,2,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1
2379,5,0,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0
2380,2,0,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,5,0
2381,5,0,2,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0
2382,5,3,3,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2383,2,0,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,5,0
2384,5,0,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,4,0
2385,5,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0
2386,5,3,2,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,5,0
2387,5,0,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1
2388,5,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,1
2389,5,3,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,5,0
2390,2,0,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2391,5,0,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,5,0
2392,5,3,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,4,0
2393,5,3,3,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0
2394,2,0,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,4,0
2395,2,0,4,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,5,0
2396,5,0,3,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,4,0
2397,2,0,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,5,0
2398,5,3,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0
2399,5,0,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2400,5,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,1
2401,2,0,3,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,4,0
2402,5,0,3,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,4,0
2403,2,3,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,4,0
2404,2,3,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,4,0
2405,5,3,4,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,4,0
2406,5,3,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,5,0
2407,5,0,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,5,0
2408,5,3,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,5,0
2409,2,0,3,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,5,0
2410,5,0,3,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,4,0
2411,2,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0
2412,5,3,4,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,4,0
2413,5,3,3,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2414,5,0,3,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,4,0
